customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure
174,Catie,Tosspell,Female,93,11/26/89,Food Chemist,Health,Mass Customer,N,‰,No,12
175,Templeton,Hambrook,Male,36,11/28/75,Quality Engineer,Manufacturing,Affluent Customer,N,<svg><script>0<1>alert('XSS')</script>,No,5
176,Angelo,Clayal,Male,39,4/13/92,Accountant I,Property,Mass Customer,N,<script>alert('hi')</script>,No,10
177,Ondrea,Pablos,Female,25,11/9/89,Professor,Financial Services,High Net Worth,N,“Â’__’“ “«’“¡µÂ“,No,4
178,Matthieu,Bertelmot,Male,2,4/3/67,,n/a,Affluent Customer,N,1.00E+02,No,8
179,Esteban,Sewill,Male,23,5/11/66,Environmental Tech,Manufacturing,High Net Worth,N,åüèÌ‰€±èÌåøèåÀ,Yes,6
180,Trisha,Neasham,Female,16,9/17/71,Web Designer III,Argiculture,Affluent Customer,N,í_HêíÂí_íí_eê êíí´ííÈêíwíhííøêoíêíêí±í¨ ñí¼íííêWíáí_í_aí¼í»êií¬êêí_êíøítí¦í_í¨sííêê íÊíÇíÊBíÈêêêêí_eíµhíµíÂêíÇêiíí_êí_í_í¨êíÇnêdí«í»íí êí¡êí©êêêí_Tê¢êí_êí»hêêí¨íÈeíÂíêí í_í_íWêêêííêêaêêêí_í_,No,14
181,Pavla,Braunle,Female,49,11/21/82,Senior Editor,Manufacturing,Mass Customer,N,-1.00E+02,No,9
182,Lydon,Dahlman,Male,99,11/20/92,Sales Associate,Financial Services,Affluent Customer,N,èƒnb‡«lƒ ƒu®ƒƒø ‚ƒ_olop æ‚ ‚ƒ_oqƒl æn æunp‡«p‡«ƒu‡« ƒ_odƒø‚æ poƒøsn‡«‚ op p‚s 'æ‡«l‚ ®u‡«ƒs‡«d‡«pƒ ƒ_næ‚æƒ‚suoƒ 'æ‚ƒøƒ æ‡«s ƒ_olop ƒønsd‡« ƒø‚ƒ_oè´,Yes,7
183,Dannie,Hissie,Female,7,8/5/97,Geologist III,Retail,Affluent Customer,N,../../../../../../../../../../../etc/hosts,No,3
184,Nappie,Paolo,Male,40,12/13/71,Marketing Manager,Manufacturing,High Net Worth,N,‰,Yes,7
185,Crosby,Walcot,Male,80,12/13/79,,Property,Mass Customer,N,‰¡‰«‰µ,Yes,13
186,Mireielle,Jeppe,Female,46,5/6/74,Software Test Engineer I,Financial Services,Mass Customer,N,-1.00E+02,No,3
187,Pincas,Ather,Male,97,1/28/54,Structural Engineer,n/a,Mass Customer,N,(•_ˆ_´ˆ_´•_•_•ÈÀ ‰È‰‰È,No,11
188,Audry,Seine,Female,54,6/22/75,Safety Technician II,Property,High Net Worth,N,',Yes,13
189,Umberto,Torricella,Male,73,7/19/81,Safety Technician I,Financial Services,Affluent Customer,N,ÌÌÌÌèÌÌ•£ÀÌÌÌ‰,No,10
190,Hayley,Girardengo,Female,42,2/4/79,Registered Nurse,Health,Affluent Customer,N,-1,No,10
191,Christopher,Heining,Male,22,4/27/60,Help Desk Operator,n/a,Affluent Customer,N,_µ _ _ _,Yes,6
192,Goldi,Osler,Female,2,11/19/78,Junior Executive,Health,Mass Customer,N,"""'",Yes,8
193,Foss,Hardes,Male,13,7/22/64,Recruiting Manager,Manufacturing,Mass Customer,N,"<>?:""{}|_+",Yes,12
194,Ursala,Ferrai,Female,4,11/16/74,Web Developer III,Financial Services,Affluent Customer,N,•_•_´‰À‹_‰_(•_Á‰‰À‰•_Á)‰±‰À•_´•_,No,10
195,Talyah,Rylatt,Female,34,11/14/58,Project Manager,Manufacturing,Mass Customer,N,“ü‘‘¡’Ê‘´«,No,6
196,Swen,Odhams,Male,90,2/22/66,Programmer Analyst II,Manufacturing,High Net Worth,N,_…ü_…¡_»…ü_test¯¤ô¯µô¯_¯¤¯» ¯¤ô¯»ô¯_ôô,No,6
197,Avis,,Female,32,1/27/77,,n/a,High Net Worth,N,,No,5
198,Vanya,Gumb,Female,82,11/29/81,Assistant Media Planner,Entertainment,Mass Customer,N,,No,16
199,Verla,Alven,Female,61,2/13/78,Junior Executive,Health,Mass Customer,N,_µ _ _ _,Yes,21
200,Hube,Weald,Male,7,2/4/57,Physical Therapy Assistant,Property,Affluent Customer,N,•_•_•_,Yes,19
201,Salem,Huie,Male,45,4/20/66,Design Engineer,Manufacturing,Mass Customer,N,Tíí_í¼í¼oê íáií_íÂêí»ênííêvêíííí_oí¦íí¡íÊkeêêí¨í¼í»í_í±í_ ítêíêí_í£íÈí»hí_êí_í_í_íí_eêí£í¡í_íÂê í¢í_íÈí±íhêêêêíí£í_ií_í_í£í¡í_víÈêeí¼í_í_í»í¡-mí¢iêníí¼íí_íøí¡díµí_íêí©í_íí_ íí´í±í_í_ríííeêpêÊrí_ííÈí_íeêí¼íÊí£sí,Yes,11
202,Audie,Pillinger,Female,38,6/24/63,Librarian,Entertainment,Affluent Customer,N,-1,Yes,16
203,Donovan,Conry,Male,71,1/13/64,Senior Quality Engineer,Argiculture,Mass Customer,N,‰_À _»_À __À __À __À __À,Yes,11
204,Thorny,Hackworth,Male,56,10/1/76,Editor,Financial Services,Mass Customer,N,",‹‹È:*:‹È‹‰( ‰È ì ‰È )‹‹È:*:‹È‹‰",No,5
205,Rolfe,Kellard,Male,18,12/1/58,Administrative Assistant II,Financial Services,Mass Customer,N,‰¢,Yes,6
206,Mari,Chevolleau,Female,98,7/19/54,Statistician I,n/a,Mass Customer,N,¡Šü_‹‹‹Ç‹‹‹_Šü‹‹,Yes,14
207,Adena,Whyman,Female,9,8/10/94,,n/a,Mass Customer,N,-1.00E+02,No,7
208,Rutter,Excell,Male,57,10/31/94,Office Assistant III,Property,High Net Worth,N,èƒnb‡«lƒ ƒu®ƒƒø ‚ƒ_olop æ‚ ‚ƒ_oqƒl æn æunp‡«p‡«ƒu‡« ƒ_odƒø‚æ poƒøsn‡«‚ op p‚s 'æ‡«l‚ ®u‡«ƒs‡«d‡«pƒ ƒ_næ‚æƒ‚suoƒ 'æ‚ƒøƒ æ‡«s ƒ_olop ƒønsd‡« ƒø‚ƒ_oè´,No,5
209,Udall,Bellard,Male,9,8/28/57,Analog Circuit Design manager,n/a,Affluent Customer,N,‹_ˆ__ˆ¼ôêˆ¼ˆ__•_ ‹_ˆ__ˆ¼ôêˆ¼ˆ__•_,Yes,6
210,Albrecht,Thomasson,Male,50,11/18/63,Assistant Manager,Property,Mass Customer,N,test‰Êtest‰Ç,No,18
211,Beitris,,Female,6,3/4/74,VP Marketing,Manufacturing,Mass Customer,N,-0.5,Yes,5
212,Nanice,Ellse,Female,21,11/19/01,Desktop Support Technician,IT,Affluent Customer,N,‰¡‰«‰µ,No,1
213,Lockwood,Exroll,Male,13,5/14/96,Actuary,Financial Services,High Net Worth,N,‹,Yes,6
214,Jeramie,Cellier,Male,82,11/29/57,Food Chemist,Health,Mass Customer,N,•_•_•_,No,6
215,Debera,Foxworthy,Female,37,6/24/74,Assistant Professor,Retail,High Net Worth,N,Œ£_¾_¢»,Yes,18
216,Cinderella,Parcall,Female,12,1/12/95,Quality Engineer,Financial Services,High Net Worth,N,"__•_(,_,*)",Yes,7
217,Jeralee,Quartly,Female,63,12/9/79,,Manufacturing,High Net Worth,N,åÁ‰¢å£å¢‰å¤å¦‰¢å»å¼‰‰Ê,No,16
218,Stefa,Dunnan,Female,37,8/6/93,Administrative Officer,Property,High Net Worth,N,íí¼êí_íøêTí±í_êí´êêhêí_eêêí_ííí_í£ê êíí±íÊêêêNêÊêeíí±zíííí¼êpí_í¼í_êíøêeêíÊíÈíÊrí¬í_êí¼íêíídêíÊíí_íÂíií_êí©êêí_aíÊííÂêínêê íÈíí¡êêhíµêií_íví¢êeêí_ê-ñí_í©í_êmí_í_íÇiêêíí_níêdí£í êíøí_êoí¬ííøí¡í_,Yes,8
219,Markus,Mughal,Male,9,11/25/64,Database Administrator III,Health,Mass Customer,N,Œ£_¾_¢»,No,7
220,Jeniffer,Apark,Female,79,5/10/54,Electrical Engineer,Manufacturing,High Net Worth,N,-0.5,No,9
221,Mara,Bloore,Female,14,3/10/80,Tax Accountant,Manufacturing,Mass Customer,N,(•_Á‰ ‰ ‰•_Á),No,14
222,Nev,Larive,Male,89,9/3/78,Clinical Specialist,Health,Mass Customer,N,íÁêêíIêííí_nêêêví¨íÇokí_íÇíêiíêí_í_íÊíníÁíÈí¨í£í¼gí_êêí_êíÂê í¡têí_híí_eí¢í_ êíÂí_êfí«íêí£eêêeí£í´í©lêêêiêÊêêí_nêêíêí_í¨gê í¬oêÁêí»fíí£íÂ ííêíêí¨cñêíÇêêêêêhíµí_í£êêaêíí_êêoí_í£í´sê¢í±êí¼íí_íÈ.íí,No,16
223,Ossie,Meaton,Male,13,11/26/83,VP Sales,n/a,Affluent Customer,N,NIL,Yes,14
224,Morgun,Girvan,Male,2,12/3/67,Compensation Analyst,Financial Services,Affluent Customer,N,0,No,17
225,Brittaney,Pring,Female,84,3/11/77,Pharmacist,Health,Affluent Customer,N,<script>alert('hi')</script>,No,13
226,Bondie,Letty,Male,96,11/11/77,Database Administrator IV,Manufacturing,Mass Customer,N,"¯Çô ôô¯_ ¯_ô¯á¯» ô¯¬¯¤ô¯»¯_¯øô¯ø¯, ¯Â¯_ô¯±¯»ô ¯¬¯¤¯_¯»¯¨¯ø¯¤ô ¯£ô ¯øôô. ¯´¯¡ ôô¯¤¯ ¯¤ô¯_¯»¯¤¯± ô¯»ô¯µô¯¬ ô¯¤ô. ¯£ôôô ¯¤ô¯á¯¤ôô¯¤¯ ¯¬¯±ô¯á¯¤ôô¯¤-ô¯±ô¯_¯¤ ô¯ø ¯£¯¨¯¡. ¯_ôôô¯¤ô¯ ¯´¯»ô¯¤ôô¯© ¯¬ôô ô¯¤, ô¯¡ô¯± ¯",No,20
227,Wendall,McKeand,Male,99,8/14/73,Accountant I,Entertainment,Mass Customer,N,-$1.00,No,18
228,Lucia,Pickervance,Female,59,5/25/86,Systems Administrator II,Manufacturing,High Net Worth,N,Zí¨íêíÊêêAí´ííêíÈíLí£êêíøí_íêGíÈOí_íí¨,No,12
229,Vaughn,Lambis,Male,30,3/6/66,,Property,High Net Worth,N,',No,19
230,Maegan,Scyone,Female,74,6/24/54,Internal Auditor,Property,High Net Worth,N,‰©test‰©,No,11
231,Basile,Winsor,Male,48,8/5/95,Design Engineer,Financial Services,Mass Customer,N,‰£,Yes,3
232,Zaria,Koeppke,Female,94,11/11/87,Professor,Retail,Mass Customer,N,ë©‰Ì¤‰‰Çèåµ‰_‰´Ìá,No,12
233,Art,Barwell,Male,34,8/8/86,Environmental Tech,Property,Mass Customer,N,‰¡‰«‰µ,No,13
234,Mead,Alpes,Female,71,8/12/69,Chief Design Engineer,Retail,High Net Worth,N,_…ü_…¡_»…ü_test¯¤ô¯µô¯_¯¤¯» ¯¤ô¯»ô¯_ôô,No,12
235,Leona,Phateplace,Female,30,12/26/76,Social Worker,Health,Mass Customer,N,1-Feb,No,15
236,Tybalt,Gillingwater,Male,79,10/30/54,Research Nurse,Health,Affluent Customer,N,‰©test‰©,No,14
237,Reginald,Dartan,Male,18,3/7/74,Account Coordinator,Property,High Net Worth,N,ôÁô¢ô£,Yes,11
238,Max,Bilborough,Male,54,2/4/84,Programmer III,n/a,Mass Customer,N,‰©test‰©,Yes,14
239,Wells,Pressman,Male,62,12/13/92,Registered Nurse,Health,Affluent Customer,N,1.00E+96,No,3
240,Gavin,Fawks,Male,49,7/28/89,Administrative Assistant III,IT,High Net Worth,N,1.00E+02,Yes,15
241,Quillan,Duigan,Male,94,5/9/87,Quality Engineer,Entertainment,Mass Customer,N,<img src=x onerror=alert('hi') />,No,20
242,Taite,Droghan,Male,17,3/20/92,Nurse,Property,Affluent Customer,N,‰‰‰,No,8
243,Barbara,Croxley,Female,94,9/2/76,Teacher,Manufacturing,High Net Worth,N,$1.00,Yes,14
244,Germayne,Sperry,Male,57,11/25/74,,Retail,Affluent Customer,N,1'; DROP TABLE users--,No,8
245,Noell,Grahlmans,Female,6,9/26/01,Associate Professor,Financial Services,Affluent Customer,N,__ _ _ _ _ _ _ _,No,1
246,Binny,Whight,Female,63,2/28/91,Technical Writer,Manufacturing,High Net Worth,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,9
247,Kristal,Joysey,Female,62,5/6/83,Staff Accountant II,Financial Services,High Net Worth,N,•_•_¬(å«‰•_‰©,Yes,13
248,Inger,Eskell,Female,76,4/15/78,Clinical Specialist,Health,Affluent Customer,N,í_HêíÂí_íí_eê êíí´ííÈêíwíhííøêoíêíêí±í¨ ñí¼íííêWíáí_í_aí¼í»êií¬êêí_êíøítí¦í_í¨sííêê íÊíÇíÊBíÈêêêêí_eíµhíµíÂêíÇêiíí_êí_í_í¨êíÇnêdí«í»íí êí¡êí©êêêí_Tê¢êí_êí»hêêí¨íÈeíÂíêí í_í_íWêêêííêêaêêêí_í_,Yes,12
249,D'arcy,Slay,Male,65,9/13/92,Quality Control Specialist,IT,High Net Worth,N,-$1.00,No,9
250,Kristofer,,Male,53,4/15/88,Legal Assistant,Health,Mass Customer,N,ôÁô¢ô£,Yes,13
251,Mala,,Female,88,12/24/77,VP Sales,Financial Services,Affluent Customer,N,Ì´Ì‰®å©è‰èåÂ‰_Ì_,Yes,10
252,Anthea,Ruskin,Female,39,1/24/83,Account Coordinator,Property,Mass Customer,N,‹È(•À£‰•À£)‹È:*:,Yes,13
253,Amalee,Choak,Female,82,5/11/97,Food Chemist,Health,Mass Customer,N,!@#$%^&*(),Yes,1
254,Barbie,Rubi,Female,98,9/22/61,Information Systems Manager,Retail,Mass Customer,N,`‰‰Â‰_‰¼•Â•Â‰Áå¡åá‰‰å±,No,14
255,Keeley,Kruger,Female,2,1/15/54,Desktop Support Technician,IT,Mass Customer,N,‰‰‰,No,5
256,Linell,Beadle,Female,16,5/7/75,Director of Sales,Health,High Net Worth,N,NIL,Yes,21
257,Marissa,,Female,70,2/8/66,Sales Associate,Manufacturing,Affluent Customer,N,‹_ˆ__ˆ¼ôêˆ¼ˆ__•_ ‹_ˆ__ˆ¼ôêˆ¼ˆ__•_,Yes,19
258,Othella,Keher,Female,24,5/3/92,Administrative Officer,Manufacturing,High Net Worth,N,__¾¤Œ_ü¢»Œ_üÊ©¦¾,No,9
259,Venita,Dymick,Female,70,7/22/83,Senior Developer,Health,High Net Worth,N,ë©‰Ì¤‰‰Çèåµ‰_‰´Ìá,Yes,3
260,Farand,Marriner,Female,47,8/30/79,Senior Quality Engineer,Health,High Net Worth,N,Ì´Ì‰®å©è‰èåÂ‰_Ì_,Yes,22
261,Marve,Pryn,Male,74,10/15/77,Structural Engineer,n/a,Mass Customer,N,$1.00,No,8
262,Cordie,Petrelli,Male,97,12/23/77,,Health,High Net Worth,N,../../../../../../../../../../../etc/passwd%00,Yes,10
263,Tonia,Leigh,Female,89,11/19/85,Dental Hygienist,Health,High Net Worth,N,Ì´Ì‰®å©è‰èåÂ‰_Ì_,No,7
264,Jedd,Spiby,Male,31,12/7/77,Technical Writer,Health,Mass Customer,N,1,No,11
265,Pennie,Stoile,Male,74,10/5/65,Sales Representative,Retail,High Net Worth,N,¡Šü_‹‹‹Ç‹‹‹_Šü‹‹,Yes,18
266,Lelia,Garatty,Female,69,7/19/89,Account Executive,Retail,Affluent Customer,N,00è®$-,No,18
267,Edgar,Buckler,U,53,,,IT,High Net Worth,N,,No,
268,Kacie,Kidston,Female,60,10/18/78,Chemical Engineer,Manufacturing,Mass Customer,N,",‹‹È:*:‹È‹‰( ‰È ì ‰È )‹‹È:*:‹È‹‰",No,10
269,Zacherie,Grindley,Male,55,9/19/54,Nurse Practicioner,Property,Mass Customer,N,/dev/null; touch /tmp/blns.fail ; echo,Yes,9
270,Auberta,Roundtree,Female,38,12/10/70,Budget/Accounting Analyst III,n/a,Mass Customer,N,‹‹_‹‹£‹_‹üÁ‹‹»‹‹,Yes,17
271,Doll,Burtwell,Female,51,2/13/91,Financial Advisor,Financial Services,Mass Customer,N,$1.00,No,4
272,Arlie,Crean,Female,22,6/6/87,Product Engineer,Retail,Mass Customer,N,1,Yes,1
273,Nevile,Abraham,Male,54,4/22/63,Computer Systems Analyst IV,n/a,Mass Customer,N,ôÁô¢ô£,No,19
274,Tessi,Hesse,Female,66,9/15/76,Social Worker,Health,Mass Customer,N,0/0,Yes,14
275,Dud,,Male,7,7/27/55,VP Sales,Health,High Net Worth,N,__ _ _ _ _ _ _ _¤,No,13
276,Goldi,Dwine,Female,47,3/25/90,,Financial Services,Mass Customer,N,‰£,No,22
277,Jehanna,Alvarado,Female,69,2/19/56,VP Product Management,n/a,High Net Worth,N,Tíí_í¼í¼oê íáií_íÂêí»ênííêvêíííí_oí¦íí¡íÊkeêêí¨í¼í»í_í±í_ ítêíêí_í£íÈí»hí_êí_í_í_íí_eêí£í¡í_íÂê í¢í_íÈí±íhêêêêíí£í_ií_í_í£í¡í_víÈêeí¼í_í_í»í¡-mí¢iêníí¼íí_íøí¡díµí_íêí©í_íí_ íí´í±í_í_ríííeêpêÊrí_ííÈí_íeêí¼íÊí£sí,No,15
278,Sydney,Georger,Male,22,7/30/97,Executive Secretary,n/a,Affluent Customer,N,-$1.00,Yes,4
279,Tamera,Hinckes,Female,0,9/9/81,Web Designer I,Manufacturing,Mass Customer,N,‰¡‰«‰µ,No,11
280,Welch,MacAllaster,Male,15,3/22/95,Geologist I,n/a,Affluent Customer,N,ÌÌÌÌèÌÌ•£ÀÌÌÌ‰,Yes,5
281,Jeanette,Sizzey,Female,51,12/27/72,Cost Accountant,Financial Services,High Net Worth,N,"_…_…¡_¬…µ__©_…«__», _…_…ü_¬…ü_ _…±_…__…«__, _…µ_» _…á_©…__…ü_…á_…«_, _…¡_…µ_» _…ü_…ü_¬…¦_´",Yes,8
282,Lauren,Curcher,Male,82,10/27/89,VP Quality Control,Argiculture,High Net Worth,N,,Yes,11
283,Sari,Noye,Female,34,2/4/91,Assistant Manager,Retail,Mass Customer,N,1;DROP TABLE users,No,2
284,Seth,Moorman,Male,38,4/11/86,Financial Analyst,Financial Services,High Net Worth,N,åÁ‰¢å£å¢‰å¤å¦‰¢å»å¼‰‰Ê,Yes,9
285,Julee,Janovsky,Female,3,11/19/77,Community Outreach Specialist,Manufacturing,Mass Customer,N,‹È(•À£‰•À£)‹È:*:,No,12
286,Kiley,Canaan,Male,99,8/1/89,Accounting Assistant II,Manufacturing,Affluent Customer,N,"_…_…¡_¬…µ__©_…«__», _…_…ü_¬…ü_ _…±_…__…«__, _…µ_» _…á_©…__…ü_…á_…«_, _…¡_…µ_» _…ü_…ü_¬…¦_´",Yes,11
287,Hannie,Wodham,Female,41,5/6/85,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,-$1.00,No,4
288,Ebenezer,Seedman,Male,71,9/8/85,,Manufacturing,High Net Worth,N,-1.00E+02,No,9
289,Modestia,Lithgow,Female,43,4/12/70,Clinical Specialist,Health,High Net Worth,N,íÁêêíIêííí_nêêêví¨íÇokí_íÇíêiíêí_í_íÊíníÁíÈí¨í£í¼gí_êêí_êíÂê í¡têí_híí_eí¢í_ êíÂí_êfí«íêí£eêêeí£í´í©lêêêiêÊêêí_nêêíêí_í¨gê í¬oêÁêí»fíí£íÂ ííêíêí¨cñêíÇêêêêêhíµí_í£êêaêíí_êêoí_í£í´sê¢í±êí¼íí_íÈ.íí,No,10
290,Giorgio,Kevane,U,42,,Senior Sales Associate,IT,Mass Customer,N,,No,
291,Aime,Burston,Female,63,10/22/71,Assistant Media Planner,Entertainment,Mass Customer,N,Tíí_í¼í¼oê íáií_íÂêí»ênííêvêíííí_oí¦íí¡íÊkeêêí¨í¼í»í_í±í_ ítêíêí_í£íÈí»hí_êí_í_í_íí_eêí£í¡í_íÂê í¢í_íÈí±íhêêêêíí£í_ií_í_í£í¡í_víÈêeí¼í_í_í»í¡-mí¢iêníí¼íí_íøí¡díµí_íêí©í_íí_ íí´í±í_í_ríííeêpêÊrí_ííÈí_íeêí¼íÊí£sí,No,4
292,Gelya,Gerant,Female,42,11/24/61,VP Product Management,n/a,Affluent Customer,N,_…ü_…¡_»…ü_test¯¤ô¯µô¯_¯¤¯» ¯¤ô¯»ô¯_ôô,Yes,9
293,Virgilio,Willcocks,Male,80,12/10/89,Administrative Assistant III,Manufacturing,Mass Customer,N,_©__,Yes,20
294,Magnum,Slowan,Male,39,4/1/59,Recruiting Manager,n/a,High Net Worth,N,Zí¨íêíÊêêAí´ííêíÈíLí£êêíøí_íêGíÈOí_íí¨,No,5
295,Lena,Chape,Female,64,12/26/64,Database Administrator II,n/a,Mass Customer,N,"_…_…¡_¬…µ__©_…«__», _…_…ü_¬…ü_ _…±_…__…«__, _…µ_» _…á_©…__…ü_…á_…«_, _…¡_…µ_» _…ü_…ü_¬…¦_´",Yes,18
296,Marshal,Rathbone,Male,34,6/19/72,,Health,High Net Worth,N,-1,Yes,17
297,Cecile,MacLise,Female,33,4/27/59,Electrical Engineer,Manufacturing,High Net Worth,N,,No,16
298,Maurise,Lenglet,Male,69,8/15/56,Engineer I,Manufacturing,High Net Worth,N,test‰Êtest‰Ç,No,9
299,Corabelle,Hartnell,Female,80,9/15/56,Budget/Accounting Analyst I,Financial Services,Mass Customer,N,‰¡‰«‰µ,Yes,7
300,Malachi,Hadcroft,Male,88,6/22/56,Clinical Specialist,Health,Mass Customer,N,",./;'[]\-=",No,9
301,Hildy,Bilbrook,Female,54,10/10/80,Developer IV,Manufacturing,High Net Worth,N,"__•_(,_,*)",No,19
302,Laurice,Colgrave,Female,32,3/27/77,,Health,Mass Customer,N,‰»‰»test‰»,No,13
303,Shane,Smetoun,Female,59,8/15/74,Assistant Professor,Argiculture,Mass Customer,N,__ _ _ _ _ _ _ _,Yes,14
304,Paddy,Mumbray,Male,36,3/27/69,VP Marketing,Manufacturing,Mass Customer,N,ôÁô¢ô£,Yes,15
305,Cris,Chellam,Female,1,3/17/74,Financial Analyst,Financial Services,Mass Customer,N,Zí¨íêíÊêêAí´ííêíÈíLí£êêíøí_íêGíÈOí_íí¨,No,11
306,Ruy,Adanet,Male,19,8/2/73,Registered Nurse,Health,High Net Worth,N,“ü‘‘¡’Ê‘´«,No,18
307,Ruben,Handlin,Male,55,8/18/84,Clinical Specialist,Health,Affluent Customer,N,<img src=x onerror=alert('hi') />,Yes,12
308,Iver,Dobsons,Male,2,3/9/83,Database Administrator I,IT,High Net Worth,N,•_•_¬(å«‰•_‰©,No,4
309,Maurizia,Ligerton,Female,53,10/2/74,Clinical Specialist,Health,Mass Customer,N,¬_¾Ê_,Yes,21
310,Myranda,Clowser,Female,0,2/13/85,Account Coordinator,Financial Services,Mass Customer,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,Yes,18
311,Jaimie,Halms,Female,86,8/16/57,Internal Auditor,Health,High Net Worth,N,èƒnb‡«lƒ ƒu®ƒƒø ‚ƒ_olop æ‚ ‚ƒ_oqƒl æn æunp‡«p‡«ƒu‡« ƒ_odƒø‚æ poƒøsn‡«‚ op p‚s 'æ‡«l‚ ®u‡«ƒs‡«d‡«pƒ ƒ_næ‚æƒ‚suoƒ 'æ‚ƒøƒ æ‡«s ƒ_olop ƒønsd‡« ƒø‚ƒ_oè´,No,12
312,Garek,Prattin,Male,44,3/17/58,Desktop Support Technician,Financial Services,Affluent Customer,N,0•ü‰£ 1•ü‰£ 2•ü‰£ 3•ü‰£ 4•ü‰£ 5•ü‰£ 6•ü‰£ 7•ü‰£ 8•ü‰£ 9•ü‰£ _,Yes,6
313,Theo,McKune,Male,70,12/22/87,Operator,Manufacturing,Mass Customer,N,!@#$%^&*(),Yes,13
314,Catie,Advani,Female,27,8/25/62,Marketing Assistant,Retail,High Net Worth,N,Œ£_¾_¢»,Yes,5
315,Lisa,Odlin,Female,67,4/16/58,Chief Design Engineer,Manufacturing,Affluent Customer,N,‡Ê,No,12
316,Genni,Larway,Female,72,6/1/76,Environmental Specialist,Manufacturing,Mass Customer,N,nil,Yes,10
317,Elicia,Dahler,Female,26,2/10/74,Automation Specialist II,Entertainment,Mass Customer,N,"¯Çô ôô¯_ ¯_ô¯á¯» ô¯¬¯¤ô¯»¯_¯øô¯ø¯, ¯Â¯_ô¯±¯»ô ¯¬¯¤¯_¯»¯¨¯ø¯¤ô ¯£ô ¯øôô. ¯´¯¡ ôô¯¤¯ ¯¤ô¯_¯»¯¤¯± ô¯»ô¯µô¯¬ ô¯¤ô. ¯£ôôô ¯¤ô¯á¯¤ôô¯¤¯ ¯¬¯±ô¯á¯¤ôô¯¤-ô¯±ô¯_¯¤ ô¯ø ¯£¯¨¯¡. ¯_ôôô¯¤ô¯ ¯´¯»ô¯¤ôô¯© ¯¬ôô ô¯¤, ô¯¡ô¯± ¯",Yes,14
318,Libbie,Castelin,Female,21,5/19/69,Programmer III,Retail,Affluent Customer,N,_©__,Yes,18
319,Madelle,Matteris,Female,32,10/11/71,,Retail,Mass Customer,N,0•ü‰£ 1•ü‰£ 2•ü‰£ 3•ü‰£ 4•ü‰£ 5•ü‰£ 6•ü‰£ 7•ü‰£ 8•ü‰£ 9•ü‰£ _,Yes,14
320,Aldous,Cubin,Male,19,2/9/97,Registered Nurse,Health,Mass Customer,N,ë©‰Ì¤‰‰Çèåµ‰_‰´Ìá,No,4
321,Christean,Finnes,Female,58,9/15/73,Marketing Manager,n/a,Mass Customer,N,‰£,No,18
322,De,Denington,Female,19,3/10/77,Research Associate,Financial Services,Mass Customer,N,1.00E+02,Yes,11
323,Celka,Goodrich,Female,54,6/4/73,Senior Developer,Health,Mass Customer,N,‰¡‰«‰µ‰‰‰,Yes,7
324,Franz,Lyptrit,Male,97,8/5/86,Computer Systems Analyst I,IT,Mass Customer,N,Zí¨íêíÊêêAí´ííêíÈíLí£êêíøí_íêGíÈOí_íí¨,Yes,15
325,Anthia,Ghilardini,Female,98,9/26/71,Computer Systems Analyst I,Financial Services,Affluent Customer,N,/dev/null; touch /tmp/blns.fail ; echo,Yes,17
326,Guenna,Spensly,Female,74,2/16/80,Help Desk Operator,Financial Services,Mass Customer,N,"__•_(,_,*)",No,6
327,Cris,Richfield,Female,10,7/24/68,Design Engineer,Health,Mass Customer,N,•_•_¬(å«‰•_‰©,No,12
328,Bernice,Kings,Female,87,4/11/91,Senior Developer,Manufacturing,Mass Customer,N,‹,No,12
329,Garvy,Berthel,Male,25,11/20/84,Account Representative IV,Entertainment,High Net Worth,N,$1.00,Yes,12
330,Port,Pancost,Male,78,6/3/59,Recruiting Manager,Manufacturing,High Net Worth,N,‰¡‰«‰µ,Yes,7
331,Ford,Groucock,Male,87,9/23/98,Desktop Support Technician,Health,Mass Customer,N,_,Yes,3
332,Liza,Trouel,Female,23,8/19/78,Registered Nurse,Health,High Net Worth,N,`‰‰Â‰_‰¼•Â•Â‰Áå¡åá‰‰å±,No,14
333,Debbi,Doohey,Female,25,6/20/65,Sales Associate,Financial Services,Affluent Customer,N,ë©‰Ì¤‰‰Çèåµ‰_‰´Ìá,Yes,8
334,Fredi,Iannuzzelli,Female,71,5/20/99,Financial Advisor,Financial Services,Affluent Customer,N,0,Yes,3
335,Debee,Martynov,Female,20,4/19/83,Senior Editor,n/a,Affluent Customer,N,(•_Á‰ ‰ ‰•_Á),No,8
336,Georgiana,Wallington,Female,91,1/6/80,,Manufacturing,High Net Worth,N,‡Ê,No,3
337,Shaylah,Urquhart,Female,67,10/8/79,Statistician IV,Argiculture,High Net Worth,N,nil,Yes,12
